TITRE,DESCRIPTION,PRIX,CODE_DEVISE,QUANTITÉ,TAGS,MATÉRIAUX,"IMAGE 1","IMAGE 2","IMAGE 3","IMAGE 4","IMAGE 5","IMAGE 6","IMAGE 7","IMAGE 8","IMAGE 9","IMAGE 10","TYPE VARIATION 1","NOM VARIATION 1","VALEURS VARIATION 1","TYPE VARIATION 2","NOM VARIATION 2","VALEURS VARIATION 2",RÉFÉRENCE
"Couvercle Trofast Flisat éducatif en bois Plateau insert sensoriel bac Ikea, Jouet Montessori Activité motricité fine. Pâques lapin carottes","Le lot Planche + 6 carottes comprends :
- 1 INSERT EN BOIS
- 6 Carottes.

Transformez un simple bac de rangement trofast IKEA en un atelier de jeu et d'apprentissage avec notre couvercle Trofast éducatif en bois de 3mm d'épaisseur.

Conçu pour s'adapter parfaitement aux bacs de rangement Ikea, petit bac taille 20cm x 30cm, ce couvercle est l'accessoire idéal pour les parents ou les assotantes maternelles cherchant à allier organisation et développement.

Avec ces inserts, l'enfant s'amuse en donnant des carottes à manger au lapin de pâques. 

​Offrez un outil d'apprentissage ludique et stimulant avec notre jeu d'encastrement écureuil et glands. Conçu pour les professionnels de la petite enfance et les parents soucieux de l'éveil de leurs enfants, ce puzzle en bois est un excellent jeu assmat inspiré de la pédagogie Montessori.

Il favorise le jeu libre et le développement des compétences essentielles. Il aide à développer la motricité fine, la concentration, la coordination œil-main et la créativité de votre enfant. Que ce soit pour des activités de tri, d'encastrement ou de manipulation, les possibilités sont infinies.

​Fabriqué en bois naturel, ce couvercle est durable, sûr pour les enfants et facile à nettoyer. C'est un cadeau idéal pour un anniversaire ou une naissance, qui grandira avec votre enfant et s'intégrera parfaitement à la chambre de votre petit.

Ce lot est composé de petites pièces qui peuvent être ingérées. Pour la sécurité de l'enfant, l'utilisation de ce jeu doit toujours se faire en présence d'un adulte.",3,EUR,2,"Jouet_en_bois,Jeu_d'éveil,Motricité_fine,Bac_Ikea,Plateau_sensoriel,Jouet_Montessori,Activité_enfant,Couvercle_Trofast,couvercle_bois,insert_sensoriel,insert_pâques,table_flisat,insert_trofast_bois",Bois,https://i.etsystatic.com/50081081/r/il/86464d/7169275538/il_fullxfull.7169275538_hxla.jpg,https://i.etsystatic.com/50081081/r/il/f074ec/7217263275/il_fullxfull.7217263275_8x8h.jpg,https://i.etsystatic.com/50081081/r/il/2ec09f/7169275478/il_fullxfull.7169275478_a0io.jpg,https://i.etsystatic.com/50081081/r/il/720e3a/7217262475/il_fullxfull.7217262475_emz6.jpg,https://i.etsystatic.com/50081081/r/il/2a0f54/7486360018/il_fullxfull.7486360018_rzwk.jpg,,,,,,"Propriété personnalisée",Choix,"Planche seul,Planche + 6 carottes,Planche + 9 carottes,Planche+ 12 carottes,3 carottes,6 carottes",,,,
"Couvercle Trofast Flisat éducatif en bois, Plateau, insert sensoriel bac Ikea Jouet Montessori Activité motricité fine. Père Noël et cadeaux","Le lot Planche + 5 cadeaux comprend :
- 1 INSERT EN BOIS
- 5 Cadeaux.

Transformez un simple bac de rangement trofast IKEA en un atelier de jeu et d'apprentissage avec notre couvercle Trofast éducatif en bois de 3mm d épaisseur.

Conçu pour s'adapter parfaitement aux bacs de rangement Ikea, petit bac taille 20cm x 30cm, ce couvercle est l'accessoire idéal pour les parents ou les assotantes maternelles cherchant à allier organisation et développement.

Avec ces inserts, l'enfant s'amuse en remplissant la hotte du Père Noël dans son traîneau.
Il peut aussi décorer le traîneau grâce aux inserts / Trous avec des fleurs, des picots ou autres. (non fournis)

​Offrez un outil d'apprentissage ludique et stimulant avec notre jeu d'encastrement écureuil et glands. Conçu pour les professionnels de la petite enfance et les parents soucieux de l'éveil de leurs enfants, ce puzzle en bois est un excellent jeu assmat inspiré de la pédagogie Montessori.

Il favorise le jeu libre et le développement des compétences essentielles. Il aide à développer la motricité fine, la concentration, la coordination œil-main et la créativité de votre enfant. Que ce soit pour des activités de tri, d'encastrement ou de manipulation, les possibilités sont infinies.

​Fabriqué en bois naturel, ce couvercle est durable, sûr pour les enfants et facile à nettoyer. C'est un cadeau idéal pour un anniversaire ou une naissance, qui grandira avec votre enfant et s'intégrera parfaitement à la chambre de votre petit.

Ce lot est composé de petites pièces qui peuvent être ingérées. Pour la sécurité de l'enfant, l'utilisation de ce jeu doit toujours se faire en présence d'un adulte.

Chaque pièce est unique. Les variations de grain du bois ainsi que les réglages d'affichage de vos écrans peuvent entraîner de légères différences de coloris par rapport aux photographies.",5,EUR,2,"Jouet_en_bois,Jeu_d'éveil,Motricité_fine,Bac_Ikea,Plateau_sensoriel,Jouet_Montessori,Activité_enfant,Couvercle_Trofast,couvercle_bois,insert_sensoriel,insert_Noël,table_flisat,insert_trofast_bois",Bois,https://i.etsystatic.com/50081081/r/il/9f3f24/7169194086/il_fullxfull.7169194086_d6vh.jpg,https://i.etsystatic.com/50081081/r/il/45ced5/7470296475/il_fullxfull.7470296475_mft3.jpg,https://i.etsystatic.com/50081081/r/il/c9494f/7217181883/il_fullxfull.7217181883_gpjt.jpg,https://i.etsystatic.com/50081081/r/il/58d02a/7217181885/il_fullxfull.7217181885_dnd4.jpg,https://i.etsystatic.com/50081081/r/il/5a13ce/7217181893/il_fullxfull.7217181893_euts.jpg,https://i.etsystatic.com/50081081/r/il/fe7dc7/7217181887/il_fullxfull.7217181887_i21b.jpg,https://i.etsystatic.com/50081081/r/il/468f5c/7169194084/il_fullxfull.7169194084_38ql.jpg,https://i.etsystatic.com/50081081/r/il/0ce8fc/7534289459/il_fullxfull.7534289459_aw79.jpg,,,"Propriété personnalisée",Choix,"Planche seul,Planche + 5 cadeaux,Planche + 10 cadeaux,5 cadeaux",,,,
"Boule de Noël pour sapin personnalisé prénom en bois. Decoration sapin de Noël. Cadeau Mon Premier Noël ! Enfant, naissance.","Pour son premier Noël ! Marquez l'événement et personnalisez une Boule de Noël pour votre magnifique sapin 😃

La boule de Noël fait 10cm de diamètre et 6mm d epaisseur.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,10,"boule_noel,cadeau_personnalise,sapin_de_noel,boule_sapin,cadeau_enfant,cadeau_naissance,fete_de_noel,decoration_noel,mon_premier_noel",,https://i.etsystatic.com/50081081/r/il/81be8c/7410079550/il_fullxfull.7410079550_ghgk.jpg,https://i.etsystatic.com/50081081/r/il/dad82d/7220474561/il_fullxfull.7220474561_4q8w.jpg,https://i.etsystatic.com/50081081/r/il/0927db/6343289131/il_fullxfull.6343289131_am38.jpg,https://i.etsystatic.com/50081081/r/il/d54a18/6343289127/il_fullxfull.6343289127_ajl6.jpg,https://i.etsystatic.com/50081081/r/il/2fa0c0/7172485510/il_fullxfull.7172485510_4tfr.jpg,https://i.etsystatic.com/50081081/r/il/f72b50/6343289133/il_fullxfull.6343289133_przv.jpg,https://i.etsystatic.com/50081081/r/il/61b98d/7534330805/il_fullxfull.7534330805_bmzy.jpg,,,,,,,,,,
"Sapin de Noël avec prenoms personnalisés et nom de famille, arbre généalogique en bois vernis. Décoration Noël. Idée cadeau Noël, pour elle","Pour les fêtes de Noël, sapin de Noël personnalisé avec nom de famille et prénoms, arbre généalogique, d'une épaisseur de 3mm au centre et 6mm sur les bords, sur commande.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

il mesure 23cm de hauteur et 20cm de largeur.

Existe sans couleur ou avec couleur pour le sapin.
Le socle sera de la même couleur que choisie pour le sapin.

Les étoiles se fixent trés facilement avec du scotch double face fourni. 
Les étoiles ne sont pas fournis collées sur le modéle pour que vous puissiez choisir leurs emplacements sur le sapin.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",20,EUR,6,"prenom,idee_cadeau,anniversaire,pour_elle,arbre_de_vie,conversation_hearts,arbre_de_vie_prenom,famille,sapin_noel,cadeau_noel,sapin_personnalise,noel_personnalise,decoration_sapin",Bois,https://i.etsystatic.com/50081081/r/il/a47490/7466501591/il_fullxfull.7466501591_cnd3.jpg,https://i.etsystatic.com/50081081/r/il/07c980/6295161006/il_fullxfull.6295161006_mszx.jpg,https://i.etsystatic.com/50081081/r/il/6a5ab4/6295160828/il_fullxfull.6295160828_fhmu.jpg,https://i.etsystatic.com/50081081/r/il/1ba1b3/6295161178/il_fullxfull.6295161178_n9m5.jpg,https://i.etsystatic.com/50081081/r/il/df86c6/5897210833/il_fullxfull.5897210833_pf80.jpg,https://i.etsystatic.com/50081081/r/il/b727bd/7486394158/il_fullxfull.7486394158_pqps.jpg,,,,,"Propriété personnalisée",couleur,"Sans couleur,Orange,Rouge,Noir,Bleu clair,Bleu,Bleu fonce,Jaune,Or,Vert,Vert fonce,Blanc,Rose clair,Rose","Propriété personnalisée","Nombre d Etoile","0,1,2,3,4,5,6,7,8",
"Arbre de vie prenoms personnalisés famille, arbre généalogique en bois vernis. Idée cadeau anniversaire, Noël, pour lui, pour elle, maman","Pour toutes les occasions, arbre de vie personnalisé, arbre généalogique, d'une épaisseur de 3mm, sur commande. 

Cadeau d'anniversaire enfants, fille ou garçon, baptême, naissance, Noël, fête des mères, fête des pères ou toutes les autres occasions !!

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

L'arbre fait 20cm de diamètre. 

Il existe plusieurs couleurs possible. Voir photo.

Il est fourni avec son support en bois.
Les coeurs se fixent trés facilement avec du scotch double face fourni. 
Les cœurs ne sont pas fournis collés sur le modéle pour que vous puissiez choisir leurs emplacements sur l arbre.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !

Chaque pièce est unique. Les variations de grain du bois ainsi que les réglages d'affichage de vos écrans peuvent entraîner de légères différences de coloris par rapport aux photographies.",20,EUR,6,"enfant,personnalise,prenom,idee_cadeau,pour_lui,arbre_de_vie,arbre_genealogique,arbre_de_vie_prenom,mariage,décoration_intérieure,cadeau_famille,cadeau_anniversaire,cadeau_pour_elle",,https://i.etsystatic.com/50081081/r/il/ee2d7b/7466499393/il_fullxfull.7466499393_5ehd.jpg,https://i.etsystatic.com/50081081/r/il/565f40/5814818346/il_fullxfull.5814818346_4tkr.jpg,https://i.etsystatic.com/50081081/r/il/6cdf6a/5862902281/il_fullxfull.5862902281_gx1j.jpg,https://i.etsystatic.com/50081081/r/il/03633a/5862902171/il_fullxfull.5862902171_ottl.jpg,https://i.etsystatic.com/50081081/r/il/df86c6/5897210833/il_fullxfull.5897210833_pf80.jpg,https://i.etsystatic.com/50081081/r/il/1ff85f/7486390958/il_fullxfull.7486390958_b4ui.jpg,,,,,"Propriété personnalisée","Nombre de coeur","1 coeur,2 coeurs,3 coeurs,4 coeurs,5 coeurs,6 coeurs,7 coeurs,8 coeurs,9 coeurs,10 coeurs,11 coeurs,12 coeurs,13 coeurs,14 coeurs,15 coeurs",Couleur,"Couleur principale","Rouge,Jaune,Or,Noir,Blanc,Orange,Vert,Vert foncé,Bleu clair,Bleu,Bleu foncé,Rose clair,Rose",
"Boule de Noël forme renne pour sapin personnalisé prénom en bois. Decoration sapin de Noël. Cadeau enfant, naissance. Joyeux Noël !","Pour Noël ! Marquez l'événement et personnalisez une Boule de Noël pour votre magnifique sapin 😃

La boule de Noël fait 10cm de diamètre et 6mm d epaisseur.

Choix avec ou sans couleur pour le contour.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,10,"boule_noel,cadeau_personnalise,sapin_de_noel,boule_sapin,cadeau_enfant,cadeau_naissance,fete_de_noel,decoration_noel,mon_premier_noel",,https://i.etsystatic.com/50081081/r/il/652986/7410083466/il_fullxfull.7410083466_kax9.jpg,https://i.etsystatic.com/50081081/r/il/a57856/7220468189/il_fullxfull.7220468189_p2wq.jpg,https://i.etsystatic.com/50081081/r/il/51d297/6343367651/il_fullxfull.6343367651_tqot.jpg,https://i.etsystatic.com/50081081/r/il/bf54fd/7172479114/il_fullxfull.7172479114_4s8z.jpg,https://i.etsystatic.com/50081081/r/il/8b2a08/6343367697/il_fullxfull.6343367697_6jzd.jpg,https://i.etsystatic.com/50081081/r/il/8f4f52/6295308842/il_fullxfull.6295308842_31vp.jpg,https://i.etsystatic.com/50081081/r/il/2d550d/6343360383/il_fullxfull.6343360383_h2jk.jpg,https://i.etsystatic.com/50081081/r/il/1699fb/7534328055/il_fullxfull.7534328055_6spd.jpg,,,"Propriété personnalisée",Couleur,"Sans couleur,Jaune,Blanc,Or,Vert,Vert fonce,Bleu clair,Bleu,Bleu fonce,Orange,Rouge,Rose clair,Rose,Noir",,,,
"Boule de Noël pour sapin personnalisé prénom en bois. Decoration sapin de Noël. Cadeau enfant, naissance. Joyeux Noël ! Père Noël","Pour Noël ! Marquez l'événement et personnalisez une Boule de Noël pour votre magnifique sapin 😃

La boule de Noël fait 10cm de diamètre et 6mm d epaisseur.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,10,"boule_noel,cadeau_personnalise,sapin_de_noel,boule_sapin,cadeau_enfant,cadeau_naissance,fete_de_noel,decoration_noel,mon_premier_noel",,https://i.etsystatic.com/50081081/r/il/8d8ba7/7457999147/il_fullxfull.7457999147_ofep.jpg,https://i.etsystatic.com/50081081/r/il/304ac6/7172482988/il_fullxfull.7172482988_pa9e.jpg,https://i.etsystatic.com/50081081/r/il/2d23e8/6343323187/il_fullxfull.6343323187_h2y9.jpg,https://i.etsystatic.com/50081081/r/il/e6d019/7172482992/il_fullxfull.7172482992_de2u.jpg,https://i.etsystatic.com/50081081/r/il/a51e65/6295264584/il_fullxfull.6295264584_pwou.jpg,https://i.etsystatic.com/50081081/r/il/ff2ddd/6295264642/il_fullxfull.6295264642_nl4g.jpg,,,,,,,,,,,
"Boule de Noël pour sapin personnalisé prénom en bois. Decoration sapin de Noël. Cadeau enfant, naissance. Joyeux Noël !","Pour Noël ! Marquez l'événement et personnalisez une Boule de Noël pour votre magnifique sapin 😃

La boule de Noël fait 10cm de diamètre et 6mm d epaisseur.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,10,"boule_noel,cadeau_personnalise,sapin_de_noel,boule_sapin,cadeau_enfant,cadeau_naissance,fete_de_noel,decoration_noel,mon_premier_noel",,https://i.etsystatic.com/50081081/r/il/0f1d0b/7418595868/il_fullxfull.7418595868_miv1.jpg,https://i.etsystatic.com/50081081/r/il/6195cd/6343319407/il_fullxfull.6343319407_7fz5.jpg,https://i.etsystatic.com/50081081/r/il/49260f/6295260792/il_fullxfull.6295260792_nm3j.jpg,https://i.etsystatic.com/50081081/r/il/3789ee/6343319459/il_fullxfull.6343319459_44be.jpg,https://i.etsystatic.com/50081081/r/il/5ecde9/7486400404/il_fullxfull.7486400404_b1jn.jpg,,,,,,,,,,,,
"Boule de Noël pour sapin personnalisé prénom en bois. Decoration sapin de Noël. Cadeau Mon Premier Noël ! Enfant, naissance.","Pour son premier Noël ! Marquez l'événement et personnalisez une Boule de Noël pour votre magnifique sapin 😃

La boule de Noël fait 10cm de diamètre et 6mm d epaisseur.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,10,"boule_noel,cadeau_personnalise,sapin_de_noel,boule_sapin,cadeau_enfant,cadeau_naissance,fete_de_noel,decoration_noel,mon_premier_noel",,https://i.etsystatic.com/50081081/r/il/438e38/7410080756/il_fullxfull.7410080756_i61h.jpg,https://i.etsystatic.com/50081081/r/il/86db85/7172484318/il_fullxfull.7172484318_abfi.jpg,https://i.etsystatic.com/50081081/r/il/527409/6343315345/il_fullxfull.6343315345_69j2.jpg,https://i.etsystatic.com/50081081/r/il/2cb0e0/6295256876/il_fullxfull.6295256876_pvbr.jpg,https://i.etsystatic.com/50081081/r/il/25f6ec/6295256786/il_fullxfull.6295256786_e8zt.jpg,https://i.etsystatic.com/50081081/r/il/4c698a/6467344138/il_fullxfull.6467344138_ra1u.jpg,https://i.etsystatic.com/50081081/r/il/eba803/7220473407/il_fullxfull.7220473407_5t5j.jpg,https://i.etsystatic.com/50081081/r/il/12b752/7486400924/il_fullxfull.7486400924_cjel.jpg,,,,,,,,,
"Boule de Noël forme sapin pour sapin personnalisé prénom en bois. Decoration sapin de Noël. Cadeau enfant, naissance. Joyeux Noël !","Pour Noël ! Marquez l'événement et personnalisez une Boule de Noël pour votre magnifique sapin 😃

La boule de Noël fait 10cm de diamètre et 6mm d epaisseur.

Choix avec ou sans couleur pour le contour.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,10,"boule_noel,cadeau_personnalise,sapin_de_noel,boule_sapin,cadeau_enfant,cadeau_naissance,fete_de_noel,decoration_noel,mon_premier_noel",,https://i.etsystatic.com/50081081/r/il/4c34ba/7410074504/il_fullxfull.7410074504_9q5a.jpg,https://i.etsystatic.com/50081081/r/il/6ea01e/6506064817/il_fullxfull.6506064817_s3u5.jpg,https://i.etsystatic.com/50081081/r/il/7ff5bf/7220470211/il_fullxfull.7220470211_r814.jpg,https://i.etsystatic.com/50081081/r/il/1a3a18/6506064873/il_fullxfull.6506064873_a055.jpg,https://i.etsystatic.com/50081081/r/il/97db63/6343352795/il_fullxfull.6343352795_2tel.jpg,https://i.etsystatic.com/50081081/r/il/31e81f/6295293696/il_fullxfull.6295293696_iqj8.jpg,https://i.etsystatic.com/50081081/r/il/1f8613/6295293828/il_fullxfull.6295293828_8pqk.jpg,https://i.etsystatic.com/50081081/r/il/83707a/6457963004/il_fullxfull.6457963004_6ran.jpg,https://i.etsystatic.com/50081081/r/il/8a1fe5/6457962894/il_fullxfull.6457962894_2vxh.jpg,https://i.etsystatic.com/50081081/r/il/b65006/6506064793/il_fullxfull.6506064793_lz9c.jpg,"Propriété personnalisée",Couleur,"Sans couleur,Jaune,Blanc,Or,Vert,Vert fonce,Bleu clair,Bleu,Bleu fonce,Orange,Rouge,Rose clair,Rose,Noir",,,,
"Boule de Noël forme Père Noël pour sapin personnalisé prénom en bois. Decoration sapin de Noël. Cadeau enfant, naissance. Joyeux Noël !","Pour Noël ! Marquez l'événement et personnalisez une Boule de Noël pour votre magnifique sapin 😃

La boule de Noël fait 10cm de diamètre et 6mm d epaisseur.

Choix avec ou sans couleur pour le contour.

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,10,"boule_noel,cadeau_personnalise,sapin_de_noel,boule_sapin,cadeau_enfant,cadeau_naissance,fete_de_noel,decoration_noel,mon_premier_noel",,https://i.etsystatic.com/50081081/r/il/6aa0ec/7458006665/il_fullxfull.7458006665_asjj.jpg,https://i.etsystatic.com/50081081/r/il/532c3f/7172476292/il_fullxfull.7172476292_ip4j.jpg,https://i.etsystatic.com/50081081/r/il/cedb03/6295316542/il_fullxfull.6295316542_pzgc.jpg,https://i.etsystatic.com/50081081/r/il/91d67b/6295316438/il_fullxfull.6295316438_38rv.jpg,https://i.etsystatic.com/50081081/r/il/80759c/6343375401/il_fullxfull.6343375401_ek8l.jpg,https://i.etsystatic.com/50081081/r/il/f5139c/7220465579/il_fullxfull.7220465579_dk5y.jpg,https://i.etsystatic.com/50081081/r/il/2d550d/6343360383/il_fullxfull.6343360383_h2jk.jpg,https://i.etsystatic.com/50081081/r/il/105f28/7486401340/il_fullxfull.7486401340_4bdx.jpg,,,"Propriété personnalisée",Couleur,"Sans couleur,Jaune,Blanc,Or,Vert,Vert fonce,Bleu clair,Bleu,Bleu fonce,Orange,Rouge,Rose clair,Rose,Noir",,,,
"Plaque Tigre Prénom personnalisé en bois vernis, décoration chambre enfant. Cadeau anniversaire, baptême, pour elle, bébé, fille, garçon","Pour toutes les occasions, tigre trop mignon avec prénom personnalisé en bois de tilleul, d'une épaisseur de 6mm, sur commande. 

Découpe du bois et gravure fait main en France, Alpes-Maritimes.

Existe en 2 hauteurs différentes, 20cm ou 30 cm, selon vos envies.

La couleur du prénom est personnalisable. Voir photo.
L'œil du tigre sera de la même couleur que celle choisie pour le prénom. 

Il est fourni avec un support fourni ou Il peut se fixer trés facilement avec du scotch double face, marque préconisée 3M non fourni.

Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !

Chaque pièce est unique. Les variations de grain du bois ainsi que les réglages d'affichage de vos écrans peuvent entraîner de légères différences de coloris par rapport aux photographies.",34,EUR,6,"Prénom,Personnalisation,Naissance,Anniversaire,Baptême,Cadeau,Pour_elle,fille,enfant,garcon,decoration,tigre,decoration_chambre","Bois,Tilleul",https://i.etsystatic.com/50081081/r/il/9bab1d/7418564450/il_fullxfull.7418564450_qtjf.jpg,https://i.etsystatic.com/50081081/r/il/59baff/5906061274/il_fullxfull.5906061274_bxd6.jpg,https://i.etsystatic.com/50081081/r/il/1e09ad/5954145575/il_fullxfull.5954145575_tb95.jpg,https://i.etsystatic.com/50081081/r/il/6cc187/5906061218/il_fullxfull.5906061218_k88e.jpg,https://i.etsystatic.com/50081081/r/il/4d5c0f/5901721781/il_fullxfull.5901721781_otfo.jpg,https://i.etsystatic.com/50081081/r/il/b50935/5897338071/il_fullxfull.5897338071_dgym.jpg,https://i.etsystatic.com/50081081/r/il/3426cc/7534320033/il_fullxfull.7534320033_eb7x.jpg,,,,Hauteur,Hauteur,"20,30","Propriété personnalisée","Couleur prenom et oeil","rose,rose clair,jaune,vert,vert fonce,bleu clair,bleu,bleu fonce,orange,rouge,or,blanc",
"Marque page bois gravé personnalisé, Bijou de livre, Cadeau unique, Citation, Signet fait main pour livre, Cadeau sur mesure","Offrez un cadeau unique et rempli de sens avec notre marque-page en bois personnalisé. 

Conçu pour les amoureux des livres, cet accessoire de lecture est bien plus qu'un simple objet : c'est un souvenir précieux qui marquera les pages de vos plus belles histoires.

​Fabriqué en bois de haute qualité et gravé au laser, il peut être personnalisé avec la citation, le prénom ou le message de votre choix. (15 mots maximum).

La forme élégante de livre ouvert, la porte symbolique et le pompon soyeux en font un bijou de livre très personnel et significatif.

Vous pouvez choisir la couleur du pompon, sinon elle sera choisie au hasard.

Le marque page fait 15cm de hauteur et 7cm de largeur.

Que ce soit pour un anniversaire, un départ, une occasion spéciale ou simplement pour faire plaisir, ce marque-page est le cadeau idéal qui reflète la personnalité de son destinataire.
  
Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,4,"Accessoire_lecture,Cadeau_romantique,Accessoire_livre,Livre_et_lecture,Bijou_de_livre,Cadeau_lectrice,Marque-page,fête_des_mères,cadeau_pour_elle,phrase_personnalisée,Cadeau_gravé,Cadeau_personnalisé,Marque-page_bois",bois,https://i.etsystatic.com/50081081/r/il/5977bc/7466474841/il_fullxfull.7466474841_bqdd.jpg,https://i.etsystatic.com/50081081/r/il/3ddade/7166641564/il_fullxfull.7166641564_eyc5.jpg,https://i.etsystatic.com/50081081/r/il/becb64/7214628159/il_fullxfull.7214628159_dl0o.jpg,https://i.etsystatic.com/50081081/r/il/f832ce/7214628161/il_fullxfull.7214628161_rztb.jpg,https://i.etsystatic.com/50081081/r/il/860e40/7214628167/il_fullxfull.7214628167_omce.jpg,https://i.etsystatic.com/50081081/r/il/ef0714/7166641554/il_fullxfull.7166641554_jraa.jpg,https://i.etsystatic.com/50081081/r/il/ba2c8e/7214628169/il_fullxfull.7214628169_q66z.jpg,https://i.etsystatic.com/50081081/r/il/235447/7486383910/il_fullxfull.7486383910_pum1.jpg,,,,,,,,,
"Marque page bois gravé personnalisé, Bijou de livre, Cadeau unique, Citation, Signet fait main pour livre, Cadeau sur mesure","Offrez un cadeau unique et rempli de sens avec notre marque-page en bois personnalisé. 

Conçu pour les amoureux des livres, cet accessoire de lecture est bien plus qu'un simple objet : c'est un souvenir précieux qui marquera les pages de vos plus belles histoires.

​Fabriqué en bois de haute qualité et gravé au laser, il peut être personnalisé avec la citation, le prénom ou le message de votre choix. (15 mots maximum).

La forme élégante de livre ouvert, la porte symbolique et le pompon soyeux en font un bijou de livre très personnel et significatif.

Vous pouvez choisir la couleur du pompon, sinon elle sera choisie au hasard.

Le marque page fait 15cm de hauteur et 7cm de largeur.

Que ce soit pour un anniversaire, un départ, une occasion spéciale ou simplement pour faire plaisir, ce marque-page est le cadeau idéal qui reflète la personnalité de son destinataire.
  
Cet objet n'est pas un jouet mais une decoration à manipuler avec précaution.

Faites vous plaisir ou faites plaisir à un proche !",10,EUR,4,"Accessoire_lecture,Cadeau_romantique,Accessoire_livre,Livre_et_lecture,Bijou_de_livre,Cadeau_lectrice,Marque-page,fête_des_mères,cadeau_pour_elle,phrase_personnalisée,Cadeau_gravé,Cadeau_personnalisé,Marque-page_bois",bois,https://i.etsystatic.com/50081081/r/il/557d0d/7418559636/il_fullxfull.7418559636_8s1x.jpg,https://i.etsystatic.com/50081081/r/il/6c0ebd/7214623673/il_fullxfull.7214623673_md72.jpg,https://i.etsystatic.com/50081081/r/il/83cd56/7166637156/il_fullxfull.7166637156_21sm.jpg,https://i.etsystatic.com/50081081/r/il/1ec79f/7166637162/il_fullxfull.7166637162_dqxu.jpg,https://i.etsystatic.com/50081081/r/il/9b8447/7214623661/il_fullxfull.7214623661_j64a.jpg,https://i.etsystatic.com/50081081/r/il/feae26/7166637152/il_fullxfull.7166637152_1c34.jpg,https://i.etsystatic.com/50081081/r/il/afa08d/7166637138/il_fullxfull.7166637138_twfc.jpg,https://i.etsystatic.com/50081081/r/il/ebd594/7486379850/il_fullxfull.7486379850_1321.jpg,,,,,,,,,
